id,累计确诊,累计确诊新增,目前感染人数,目前感染人数新增,日期,年月,日,省份
4919,75,4,62,3,20200216,202002,16,新疆维吾尔自治区
4920,76,1,63,1,20200217,202002,17,新疆维吾尔自治区
4921,76,0,61,-2,20200218,202002,18,新疆维吾尔自治区
4922,76,0,55,-6,20200219,202002,19,新疆维吾尔自治区
4923,76,0,53,-2,20200220,202002,20,新疆维吾尔自治区
4924,76,0,50,-3,20200221,202002,21,新疆维吾尔自治区
4925,76,0,49,-1,20200222,202002,22,新疆维吾尔自治区
4926,76,0,46,-3,20200223,202002,23,新疆维吾尔自治区
4927,76,0,44,-2,20200224,202002,24,新疆维吾尔自治区
4928,76,0,44,0,20200225,202002,25,新疆维吾尔自治区
4929,76,0,40,-4,20200226,202002,26,新疆维吾尔自治区
4930,76,0,30,-10,20200227,202002,27,新疆维吾尔自治区
4931,76,0,21,-9,20200228,202002,28,新疆维吾尔自治区
4932,76,0,11,-10,20200229,202002,29,新疆维吾尔自治区
4933,76,0,9,-2,20200301,202003,1,新疆维吾尔自治区
4934,76,0,6,-3,20200302,202003,2,新疆维吾尔自治区
4935,76,0,5,-1,20200303,202003,3,新疆维吾尔自治区
4936,76,0,4,-1,20200304,202003,4,新疆维吾尔自治区
4937,76,0,3,-1,20200305,202003,5,新疆维吾尔自治区
4938,76,0,2,-1,20200306,202003,6,新疆维吾尔自治区
4939,76,0,1,-1,20200307,202003,7,新疆维吾尔自治区
4940,76,0,0,-1,20200308,202003,8,新疆维吾尔自治区
4941,76,0,0,0,20200309,202003,9,新疆维吾尔自治区
4942,76,0,0,0,20200310,202003,10,新疆维吾尔自治区
4943,76,0,0,0,20200311,202003,11,新疆维吾尔自治区
4944,76,0,0,0,20200312,202003,12,新疆维吾尔自治区
4945,76,0,0,0,20200313,202003,13,新疆维吾尔自治区
4946,76,0,0,0,20200314,202003,14,新疆维吾尔自治区
4947,76,0,0,0,20200315,202003,15,新疆维吾尔自治区
4948,76,0,0,0,20200316,202003,16,新疆维吾尔自治区
4949,76,0,0,0,20200317,202003,17,新疆维吾尔自治区
4950,76,0,0,0,20200318,202003,18,新疆维吾尔自治区
4951,76,0,0,0,20200319,202003,19,新疆维吾尔自治区
4952,76,0,0,0,20200320,202003,20,新疆维吾尔自治区
4953,76,0,0,0,20200321,202003,21,新疆维吾尔自治区
4954,76,0,0,0,20200322,202003,22,新疆维吾尔自治区
4955,76,0,0,0,20200323,202003,23,新疆维吾尔自治区
4956,76,0,0,0,20200324,202003,24,新疆维吾尔自治区
4957,76,0,0,0,20200325,202003,25,新疆维吾尔自治区
4958,76,0,0,0,20200326,202003,26,新疆维吾尔自治区
4959,76,0,0,0,20200327,202003,27,新疆维吾尔自治区
4960,76,0,0,0,20200328,202003,28,新疆维吾尔自治区
4961,76,0,0,0,20200329,202003,29,新疆维吾尔自治区
4962,76,0,0,0,20200330,202003,30,新疆维吾尔自治区
4963,76,0,0,0,20200331,202003,31,新疆维吾尔自治区
4964,76,0,0,0,20200401,202004,1,新疆维吾尔自治区
4965,76,0,0,0,20200402,202004,2,新疆维吾尔自治区
4966,76,0,0,0,20200403,202004,3,新疆维吾尔自治区
4967,76,0,0,0,20200404,202004,4,新疆维吾尔自治区
4968,76,0,0,0,20200405,202004,5,新疆维吾尔自治区
4969,76,0,0,0,20200406,202004,6,新疆维吾尔自治区
4970,76,0,0,0,20200407,202004,7,新疆维吾尔自治区
4971,76,0,0,0,20200408,202004,8,新疆维吾尔自治区
4972,76,0,0,0,20200409,202004,9,新疆维吾尔自治区
4973,76,0,0,0,20200410,202004,10,新疆维吾尔自治区
4974,76,0,0,0,20200411,202004,11,新疆维吾尔自治区
4975,76,0,0,0,20200412,202004,12,新疆维吾尔自治区
4976,76,0,0,0,20200413,202004,13,新疆维吾尔自治区
4977,76,0,0,0,20200414,202004,14,新疆维吾尔自治区
4978,76,0,0,0,20200415,202004,15,新疆维吾尔自治区
4979,76,0,0,0,20200416,202004,16,新疆维吾尔自治区
4980,76,0,0,0,20200417,202004,17,新疆维吾尔自治区
4981,76,0,0,0,20200418,202004,18,新疆维吾尔自治区
4982,76,0,0,0,20200419,202004,19,新疆维吾尔自治区
4983,76,0,0,0,20200420,202004,20,新疆维吾尔自治区
4984,76,0,0,0,20200421,202004,21,新疆维吾尔自治区
4985,76,0,0,0,20200422,202004,22,新疆维吾尔自治区
4986,76,0,0,0,20200423,202004,23,新疆维吾尔自治区
4987,76,0,0,0,20200424,202004,24,新疆维吾尔自治区
4988,76,0,0,0,20200425,202004,25,新疆维吾尔自治区
4989,76,0,0,0,20200426,202004,26,新疆维吾尔自治区
4990,76,0,0,0,20200427,202004,27,新疆维吾尔自治区
4991,76,0,0,0,20200428,202004,28,新疆维吾尔自治区
4992,76,0,0,0,20200429,202004,29,新疆维吾尔自治区
4993,76,0,0,0,20200430,202004,30,新疆维吾尔自治区
4994,76,0,0,0,20200501,202005,1,新疆维吾尔自治区
4995,76,0,0,0,20200502,202005,2,新疆维吾尔自治区
4996,76,0,0,0,20200503,202005,3,新疆维吾尔自治区
4997,76,0,0,0,20200504,202005,4,新疆维吾尔自治区
4998,76,0,0,0,20200505,202005,5,新疆维吾尔自治区
4999,76,0,0,0,20200506,202005,6,新疆维吾尔自治区
5000,76,0,0,0,20200507,202005,7,新疆维吾尔自治区
5001,76,0,0,0,20200508,202005,8,新疆维吾尔自治区
5002,76,0,0,0,20200509,202005,9,新疆维吾尔自治区
5003,76,0,0,0,20200510,202005,10,新疆维吾尔自治区
5004,76,0,0,0,20200511,202005,11,新疆维吾尔自治区
5005,76,0,0,0,20200512,202005,12,新疆维吾尔自治区
5006,76,0,0,0,20200513,202005,13,新疆维吾尔自治区
5007,76,0,0,0,20200514,202005,14,新疆维吾尔自治区
5008,76,0,0,0,20200515,202005,15,新疆维吾尔自治区
5009,76,0,0,0,20200516,202005,16,新疆维吾尔自治区
5010,76,0,0,0,20200517,202005,17,新疆维吾尔自治区
5011,76,0,0,0,20200518,202005,18,新疆维吾尔自治区
5012,76,0,0,0,20200519,202005,19,新疆维吾尔自治区
5013,76,0,0,0,20200520,202005,20,新疆维吾尔自治区
5014,76,0,0,0,20200521,202005,21,新疆维吾尔自治区
5015,76,0,0,0,20200522,202005,22,新疆维吾尔自治区
5016,76,0,0,0,20200523,202005,23,新疆维吾尔自治区
5017,76,0,0,0,20200524,202005,24,新疆维吾尔自治区
5018,76,0,0,0,20200525,202005,25,新疆维吾尔自治区
5019,76,0,0,0,20200526,202005,26,新疆维吾尔自治区
5020,76,0,0,0,20200527,202005,27,新疆维吾尔自治区
5021,76,0,0,0,20200528,202005,28,新疆维吾尔自治区
5022,76,0,0,0,20200529,202005,29,新疆维吾尔自治区
5023,76,0,0,0,20200530,202005,30,新疆维吾尔自治区
5024,76,0,0,0,20200531,202005,31,新疆维吾尔自治区
5025,76,0,0,0,20200601,202006,1,新疆维吾尔自治区
5026,76,0,0,0,20200602,202006,2,新疆维吾尔自治区
5027,76,0,0,0,20200603,202006,3,新疆维吾尔自治区
5028,76,0,0,0,20200604,202006,4,新疆维吾尔自治区
5029,76,0,0,0,20200605,202006,5,新疆维吾尔自治区
5030,76,0,0,0,20200606,202006,6,新疆维吾尔自治区
5031,76,0,0,0,20200607,202006,7,新疆维吾尔自治区
5032,76,0,0,0,20200608,202006,8,新疆维吾尔自治区
5033,76,0,0,0,20200609,202006,9,新疆维吾尔自治区
5034,76,0,0,0,20200610,202006,10,新疆维吾尔自治区
5035,76,0,0,0,20200611,202006,11,新疆维吾尔自治区
5036,76,0,0,0,20200612,202006,12,新疆维吾尔自治区
5037,76,0,0,0,20200613,202006,13,新疆维吾尔自治区
5038,76,0,0,0,20200614,202006,14,新疆维吾尔自治区
5039,76,0,0,0,20200615,202006,15,新疆维吾尔自治区
5040,76,0,0,0,20200616,202006,16,新疆维吾尔自治区
5041,76,0,0,0,20200617,202006,17,新疆维吾尔自治区
5042,76,0,0,0,20200618,202006,18,新疆维吾尔自治区
5043,76,0,0,0,20200619,202006,19,新疆维吾尔自治区
5044,76,0,0,0,20200620,202006,20,新疆维吾尔自治区
5045,76,0,0,0,20200621,202006,21,新疆维吾尔自治区
5046,76,0,0,0,20200622,202006,22,新疆维吾尔自治区
5047,76,0,0,0,20200623,202006,23,新疆维吾尔自治区
5048,76,0,0,0,20200624,202006,24,新疆维吾尔自治区
5049,76,0,0,0,20200625,202006,25,新疆维吾尔自治区
5050,76,0,0,0,20200626,202006,26,新疆维吾尔自治区
5051,76,0,0,0,20200627,202006,27,新疆维吾尔自治区
5052,76,0,0,0,20200628,202006,28,新疆维吾尔自治区
5053,76,0,0,0,20200629,202006,29,新疆维吾尔自治区
5054,76,0,0,0,20200630,202006,30,新疆维吾尔自治区
5055,76,0,0,0,20200701,202007,1,新疆维吾尔自治区
5056,76,0,0,0,20200702,202007,2,新疆维吾尔自治区
5057,2,2,2,2,20200123,202001,23,宁夏回族自治区
5058,3,1,3,1,20200124,202001,24,宁夏回族自治区
5059,4,1,4,1,20200125,202001,25,宁夏回族自治区
5060,7,3,7,3,20200126,202001,26,宁夏回族自治区
5061,11,4,11,4,20200127,202001,27,宁夏回族自治区
5062,12,1,12,1,20200128,202001,28,宁夏回族自治区
5063,17,5,17,5,20200129,202001,29,宁夏回族自治区
5064,21,4,21,4,20200130,202001,30,宁夏回族自治区
5065,26,5,26,5,20200131,202001,31,宁夏回族自治区
5066,28,2,28,2,20200201,202002,1,宁夏回族自治区
5067,31,3,31,3,20200202,202002,2,宁夏回族自治区
5068,34,3,33,2,20200203,202002,3,宁夏回族自治区
5069,34,0,33,0,20200204,202002,4,宁夏回族自治区
5070,40,6,39,6,20200205,202002,5,宁夏回族自治区
5071,43,3,42,3,20200206,202002,6,宁夏回族自治区
5072,45,2,42,0,20200207,202002,7,宁夏回族自治区
5073,45,0,32,-10,20200208,202002,8,宁夏回族自治区
5074,49,4,36,4,20200209,202002,9,宁夏回族自治区
5075,53,4,39,3,20200210,202002,10,宁夏回族自治区
5076,58,5,36,-3,20200211,202002,11,宁夏回族自治区
5077,64,6,40,4,20200212,202002,12,宁夏回族自治区
5078,67,3,43,3,20200213,202002,13,宁夏回族自治区
5079,70,3,43,0,20200214,202002,14,宁夏回族自治区
5080,70,0,37,-6,20200215,202002,15,宁夏回族自治区
5081,70,0,37,0,20200216,202002,16,宁夏回族自治区
5082,70,0,35,-2,20200217,202002,17,宁夏回族自治区
5083,71,1,29,-6,20200218,202002,18,宁夏回族自治区
5084,71,0,29,0,20200219,202002,19,宁夏回族自治区
5085,71,0,27,-2,20200220,202002,20,宁夏回族自治区
5086,71,0,23,-4,20200221,202002,21,宁夏回族自治区
5087,71,0,23,0,20200222,202002,22,宁夏回族自治区
5088,71,0,14,-9,20200223,202002,23,宁夏回族自治区
5089,71,0,13,-1,20200224,202002,24,宁夏回族自治区
5090,71,0,10,-3,20200225,202002,25,宁夏回族自治区
5091,72,1,7,-3,20200226,202002,26,宁夏回族自治区
5092,72,0,4,-3,20200227,202002,27,宁夏回族自治区
5093,73,1,5,1,20200228,202002,28,宁夏回族自治区
5094,73,0,4,-1,20200229,202002,29,宁夏回族自治区
5095,74,1,5,1,20200301,202003,1,宁夏回族自治区
5096,74,0,5,0,20200302,202003,2,宁夏回族自治区
5097,75,1,6,1,20200303,202003,3,宁夏回族自治区
5098,75,0,6,0,20200304,202003,4,宁夏回族自治区
5099,75,0,6,0,20200305,202003,5,宁夏回族自治区
5100,75,0,4,-2,20200306,202003,6,宁夏回族自治区
5101,75,0,4,0,20200307,202003,7,宁夏回族自治区
5102,75,0,4,0,20200308,202003,8,宁夏回族自治区
5103,75,0,4,0,20200309,202003,9,宁夏回族自治区
5104,75,0,4,0,20200310,202003,10,宁夏回族自治区
5105,75,0,3,-1,20200311,202003,11,宁夏回族自治区
5106,75,0,3,0,20200312,202003,12,宁夏回族自治区
5107,75,0,3,0,20200313,202003,13,宁夏回族自治区
5108,75,0,2,-1,20200314,202003,14,宁夏回族自治区
5109,75,0,2,0,20200315,202003,15,宁夏回族自治区
5110,75,0,0,-2,20200316,202003,16,宁夏回族自治区
5111,75,0,0,0,20200317,202003,17,宁夏回族自治区
5112,75,0,0,0,20200318,202003,18,宁夏回族自治区
5113,75,0,0,0,20200319,202003,19,宁夏回族自治区
5114,75,0,0,0,20200320,202003,20,宁夏回族自治区
5115,75,0,0,0,20200321,202003,21,宁夏回族自治区
5116,75,0,0,0,20200322,202003,22,宁夏回族自治区
5117,75,0,0,0,20200323,202003,23,宁夏回族自治区
5118,75,0,0,0,20200324,202003,24,宁夏回族自治区
5119,75,0,0,0,20200325,202003,25,宁夏回族自治区
5120,75,0,0,0,20200326,202003,26,宁夏回族自治区
5121,75,0,0,0,20200327,202003,27,宁夏回族自治区
5122,75,0,0,0,20200328,202003,28,宁夏回族自治区
5123,75,0,0,0,20200329,202003,29,宁夏回族自治区
5124,75,0,0,0,20200330,202003,30,宁夏回族自治区
5125,75,0,0,0,20200331,202003,31,宁夏回族自治区
5126,75,0,0,0,20200401,202004,1,宁夏回族自治区
5127,75,0,0,0,20200402,202004,2,宁夏回族自治区
5128,75,0,0,0,20200403,202004,3,宁夏回族自治区
5129,75,0,0,0,20200404,202004,4,宁夏回族自治区
5130,75,0,0,0,20200405,202004,5,宁夏回族自治区
5131,75,0,0,0,20200406,202004,6,宁夏回族自治区
5132,75,0,0,0,20200407,202004,7,宁夏回族自治区
5133,75,0,0,0,20200408,202004,8,宁夏回族自治区
5134,75,0,0,0,20200409,202004,9,宁夏回族自治区
5135,75,0,0,0,20200410,202004,10,宁夏回族自治区
5136,75,0,0,0,20200411,202004,11,宁夏回族自治区
5137,75,0,0,0,20200412,202004,12,宁夏回族自治区
5138,75,0,0,0,20200413,202004,13,宁夏回族自治区
5139,75,0,0,0,20200414,202004,14,宁夏回族自治区
5140,75,0,0,0,20200415,202004,15,宁夏回族自治区
5141,75,0,0,0,20200416,202004,16,宁夏回族自治区
5142,75,0,0,0,20200417,202004,17,宁夏回族自治区
5143,75,0,0,0,20200418,202004,18,宁夏回族自治区
5144,75,0,0,0,20200419,202004,19,宁夏回族自治区
5145,75,0,0,0,20200420,202004,20,宁夏回族自治区
5146,75,0,0,0,20200421,202004,21,宁夏回族自治区
5147,75,0,0,0,20200422,202004,22,宁夏回族自治区
5148,75,0,0,0,20200423,202004,23,宁夏回族自治区
5149,75,0,0,0,20200424,202004,24,宁夏回族自治区
5150,75,0,0,0,20200425,202004,25,宁夏回族自治区
5151,75,0,0,0,20200426,202004,26,宁夏回族自治区
5152,75,0,0,0,20200427,202004,27,宁夏回族自治区
5153,75,0,0,0,20200428,202004,28,宁夏回族自治区
5154,75,0,0,0,20200429,202004,29,宁夏回族自治区
5155,75,0,0,0,20200430,202004,30,宁夏回族自治区
5156,75,0,0,0,20200501,202005,1,宁夏回族自治区
5157,75,0,0,0,20200502,202005,2,宁夏回族自治区
5158,75,0,0,0,20200503,202005,3,宁夏回族自治区
5159,75,0,0,0,20200504,202005,4,宁夏回族自治区
5160,75,0,0,0,20200505,202005,5,宁夏回族自治区
5161,75,0,0,0,20200506,202005,6,宁夏回族自治区
5162,75,0,0,0,20200507,202005,7,宁夏回族自治区
5163,75,0,0,0,20200508,202005,8,宁夏回族自治区
5164,75,0,0,0,20200509,202005,9,宁夏回族自治区
5165,75,0,0,0,20200510,202005,10,宁夏回族自治区
5166,75,0,0,0,20200511,202005,11,宁夏回族自治区
5167,75,0,0,0,20200512,202005,12,宁夏回族自治区
5168,75,0,0,0,20200513,202005,13,宁夏回族自治区
5169,75,0,0,0,20200514,202005,14,宁夏回族自治区
5170,75,0,0,0,20200515,202005,15,宁夏回族自治区
5171,75,0,0,0,20200516,202005,16,宁夏回族自治区
5172,75,0,0,0,20200517,202005,17,宁夏回族自治区
5173,75,0,0,0,20200518,202005,18,宁夏回族自治区
5174,75,0,0,0,20200519,202005,19,宁夏回族自治区
5175,75,0,0,0,20200520,202005,20,宁夏回族自治区
5176,75,0,0,0,20200521,202005,21,宁夏回族自治区
5177,75,0,0,0,20200522,202005,22,宁夏回族自治区
5178,75,0,0,0,20200523,202005,23,宁夏回族自治区
5179,75,0,0,0,20200524,202005,24,宁夏回族自治区
5180,75,0,0,0,20200525,202005,25,宁夏回族自治区
5181,75,0,0,0,20200526,202005,26,宁夏回族自治区
5182,75,0,0,0,20200527,202005,27,宁夏回族自治区
5183,75,0,0,0,20200528,202005,28,宁夏回族自治区
5184,75,0,0,0,20200529,202005,29,宁夏回族自治区
5185,75,0,0,0,20200530,202005,30,宁夏回族自治区
5186,75,0,0,0,20200531,202005,31,宁夏回族自治区
5187,75,0,0,0,20200601,202006,1,宁夏回族自治区
5188,75,0,0,0,20200602,202006,2,宁夏回族自治区
5189,75,0,0,0,20200603,202006,3,宁夏回族自治区
5190,75,0,0,0,20200604,202006,4,宁夏回族自治区
5191,75,0,0,0,20200605,202006,5,宁夏回族自治区
5192,75,0,0,0,20200606,202006,6,宁夏回族自治区
5193,75,0,0,0,20200607,202006,7,宁夏回族自治区
5194,75,0,0,0,20200608,202006,8,宁夏回族自治区
5195,75,0,0,0,20200609,202006,9,宁夏回族自治区
5196,75,0,0,0,20200610,202006,10,宁夏回族自治区
5197,75,0,0,0,20200611,202006,11,宁夏回族自治区
5198,75,0,0,0,20200612,202006,12,宁夏回族自治区
5199,75,0,0,0,20200613,202006,13,宁夏回族自治区
5200,75,0,0,0,20200614,202006,14,宁夏回族自治区
5201,75,0,0,0,20200615,202006,15,宁夏回族自治区
5202,75,0,0,0,20200616,202006,16,宁夏回族自治区
5203,75,0,0,0,20200617,202006,17,宁夏回族自治区
5204,75,0,0,0,20200618,202006,18,宁夏回族自治区
5205,75,0,0,0,20200619,202006,19,宁夏回族自治区
5206,75,0,0,0,20200620,202006,20,宁夏回族自治区
5207,75,0,0,0,20200621,202006,21,宁夏回族自治区
5208,75,0,0,0,20200622,202006,22,宁夏回族自治区
5209,75,0,0,0,20200623,202006,23,宁夏回族自治区
5210,75,0,0,0,20200624,202006,24,宁夏回族自治区
5211,75,0,0,0,20200625,202006,25,宁夏回族自治区
5212,75,0,0,0,20200626,202006,26,宁夏回族自治区
5213,75,0,0,0,20200627,202006,27,宁夏回族自治区
5214,75,0,0,0,20200628,202006,28,宁夏回族自治区
5215,75,0,0,0,20200629,202006,29,宁夏回族自治区
5216,75,0,0,0,20200630,202006,30,宁夏回族自治区
5217,75,0,0,0,20200701,202007,1,宁夏回族自治区
5218,75,0,0,0,20200702,202007,2,宁夏回族自治区
5219,1,1,1,1,20200125,202001,25,青海省
5220,4,3,4,3,20200126,202001,26,青海省
5221,6,2,6,2,20200127,202001,27,青海省
5222,6,0,6,0,20200128,202001,28,青海省
5223,6,0,6,0,20200129,202001,29,青海省
5224,8,2,8,2,20200130,202001,30,青海省
5225,9,1,9,1,20200131,202001,31,青海省
5226,9,0,9,0,20200201,202002,1,青海省
5227,13,4,13,4,20200202,202002,2,青海省
5228,15,2,15,2,20200203,202002,3,青海省
5229,17,2,17,2,20200204,202002,4,青海省
5230,18,1,15,-2,20200205,202002,5,青海省
5231,18,0,15,0,20200206,202002,6,青海省
5232,18,0,15,0,20200207,202002,7,青海省
5233,18,0,15,0,20200208,202002,8,青海省
5234,18,0,15,0,20200209,202002,9,青海省
5235,18,0,15,0,20200210,202002,10,青海省
5236,18,0,13,-2,20200211,202002,11,青海省
5237,18,0,9,-4,20200212,202002,12,青海省
5238,18,0,7,-2,20200213,202002,13,青海省
5239,18,0,7,0,20200214,202002,14,青海省
5240,18,0,5,-2,20200215,202002,15,青海省
5241,18,0,5,0,20200216,202002,16,青海省
5242,18,0,5,0,20200217,202002,17,青海省
5243,18,0,3,-2,20200218,202002,18,青海省
5244,18,0,2,-1,20200219,202002,19,青海省
5245,18,0,2,0,20200220,202002,20,青海省
5246,18,0,0,-2,20200221,202002,21,青海省
5247,18,0,0,0,20200222,202002,22,青海省
5248,18,0,0,0,20200223,202002,23,青海省
5249,18,0,0,0,20200224,202002,24,青海省
5250,18,0,0,0,20200225,202002,25,青海省
5251,18,0,0,0,20200226,202002,26,青海省
5252,18,0,0,0,20200227,202002,27,青海省
5253,18,0,0,0,20200228,202002,28,青海省
5254,18,0,0,0,20200229,202002,29,青海省
5255,18,0,0,0,20200301,202003,1,青海省
5256,18,0,0,0,20200302,202003,2,青海省
5257,18,0,0,0,20200303,202003,3,青海省
5258,18,0,0,0,20200304,202003,4,青海省
5259,18,0,0,0,20200305,202003,5,青海省
5260,18,0,0,0,20200306,202003,6,青海省
5261,18,0,0,0,20200307,202003,7,青海省
5262,18,0,0,0,20200308,202003,8,青海省
5263,18,0,0,0,20200309,202003,9,青海省
5264,18,0,0,0,20200310,202003,10,青海省
5265,18,0,0,0,20200311,202003,11,青海省
5266,18,0,0,0,20200312,202003,12,青海省
5267,18,0,0,0,20200313,202003,13,青海省
5268,18,0,0,0,20200314,202003,14,青海省
5269,18,0,0,0,20200315,202003,15,青海省
5270,18,0,0,0,20200316,202003,16,青海省
5271,18,0,0,0,20200317,202003,17,青海省
5272,18,0,0,0,20200318,202003,18,青海省
5273,18,0,0,0,20200319,202003,19,青海省
5274,18,0,0,0,20200320,202003,20,青海省
