id,累计确诊,累计确诊新增,目前感染人数,目前感染人数新增,日期,年月,日,省份
4364,198,0,0,0,20200520,202005,20,山西省
4365,198,0,0,0,20200521,202005,21,山西省
4366,198,0,0,0,20200522,202005,22,山西省
4367,198,0,0,0,20200523,202005,23,山西省
4368,198,0,0,0,20200524,202005,24,山西省
4369,198,0,0,0,20200525,202005,25,山西省
4370,198,0,0,0,20200526,202005,26,山西省
4371,198,0,0,0,20200527,202005,27,山西省
4372,198,0,0,0,20200528,202005,28,山西省
4373,198,0,0,0,20200529,202005,29,山西省
4374,198,0,0,0,20200530,202005,30,山西省
4375,198,0,0,0,20200531,202005,31,山西省
4376,198,0,0,0,20200601,202006,1,山西省
4377,198,0,0,0,20200602,202006,2,山西省
4378,198,0,0,0,20200603,202006,3,山西省
4379,198,0,0,0,20200604,202006,4,山西省
4380,198,0,0,0,20200605,202006,5,山西省
4381,198,0,0,0,20200606,202006,6,山西省
4382,198,0,0,0,20200607,202006,7,山西省
4383,198,0,0,0,20200608,202006,8,山西省
4384,198,0,0,0,20200609,202006,9,山西省
4385,198,0,0,0,20200610,202006,10,山西省
4386,198,0,0,0,20200611,202006,11,山西省
4387,198,0,0,0,20200612,202006,12,山西省
4388,198,0,0,0,20200613,202006,13,山西省
4389,198,0,0,0,20200614,202006,14,山西省
4390,198,0,0,0,20200615,202006,15,山西省
4391,198,0,0,0,20200616,202006,16,山西省
4392,198,0,0,0,20200617,202006,17,山西省
4393,198,0,0,0,20200618,202006,18,山西省
4394,198,0,0,0,20200619,202006,19,山西省
4395,198,0,0,0,20200620,202006,20,山西省
4396,198,0,0,0,20200621,202006,21,山西省
4397,198,0,0,0,20200622,202006,22,山西省
4398,198,0,0,0,20200623,202006,23,山西省
4399,198,0,0,0,20200624,202006,24,山西省
4400,198,0,0,0,20200625,202006,25,山西省
4401,198,0,0,0,20200626,202006,26,山西省
4402,198,0,0,0,20200627,202006,27,山西省
4403,198,0,0,0,20200628,202006,28,山西省
4404,198,0,0,0,20200629,202006,29,山西省
4405,198,0,0,0,20200630,202006,30,山西省
4406,198,0,0,0,20200701,202007,1,山西省
4407,198,0,0,0,20200702,202007,2,山西省
4408,4,4,4,4,20200122,202001,22,海南省
4409,8,4,8,4,20200123,202001,23,海南省
4410,17,9,17,9,20200124,202001,24,海南省
4411,19,2,19,2,20200125,202001,25,海南省
4412,22,3,22,3,20200126,202001,26,海南省
4413,33,11,32,10,20200127,202001,27,海南省
4414,43,10,42,10,20200128,202001,28,海南省
4415,46,3,44,2,20200129,202001,29,海南省
4416,49,3,47,3,20200130,202001,30,海南省
4417,57,8,55,8,20200131,202001,31,海南省
4418,63,6,61,6,20200201,202002,1,海南省
4419,70,7,65,4,20200202,202002,2,海南省
4420,79,9,74,9,20200203,202002,3,海南省
4421,89,10,84,10,20200204,202002,4,海南省
4422,100,11,94,10,20200205,202002,5,海南省
4423,111,11,101,7,20200206,202002,6,海南省
4424,122,11,109,8,20200207,202002,7,海南省
4425,128,6,111,2,20200208,202002,8,海南省
4426,136,8,114,3,20200209,202002,9,海南省
4427,142,6,120,6,20200210,202002,10,海南省
4428,145,3,122,2,20200211,202002,11,海南省
4429,157,12,126,4,20200212,202002,12,海南省
4430,157,0,123,-3,20200213,202002,13,海南省
4431,162,5,120,-3,20200214,202002,14,海南省
4432,162,0,119,-1,20200215,202002,15,海南省
4433,162,0,106,-13,20200216,202002,16,海南省
4434,163,1,100,-6,20200217,202002,17,海南省
4435,163,0,80,-20,20200218,202002,18,海南省
4436,168,5,80,0,20200219,202002,19,海南省
4437,168,0,75,-5,20200220,202002,20,海南省
4438,168,0,68,-7,20200221,202002,21,海南省
4439,168,0,60,-8,20200222,202002,22,海南省
4440,168,0,57,-3,20200223,202002,23,海南省
4441,168,0,47,-10,20200224,202002,24,海南省
4442,168,0,39,-8,20200225,202002,25,海南省
4443,168,0,34,-5,20200226,202002,26,海南省
4444,168,0,31,-3,20200227,202002,27,海南省
4445,168,0,27,-4,20200228,202002,28,海南省
4446,168,0,15,-12,20200229,202002,29,海南省
4447,168,0,12,-3,20200301,202003,1,海南省
4448,168,0,12,0,20200302,202003,2,海南省
4449,168,0,8,-4,20200303,202003,3,海南省
4450,168,0,5,-3,20200304,202003,4,海南省
4451,168,0,4,-1,20200305,202003,5,海南省
4452,168,0,4,0,20200306,202003,6,海南省
4453,168,0,4,0,20200307,202003,7,海南省
4454,168,0,3,-1,20200308,202003,8,海南省
4455,168,0,3,0,20200309,202003,9,海南省
4456,168,0,3,0,20200310,202003,10,海南省
4457,168,0,3,0,20200311,202003,11,海南省
4458,168,0,2,-1,20200312,202003,12,海南省
4459,168,0,2,0,20200313,202003,13,海南省
4460,168,0,2,0,20200314,202003,14,海南省
4461,168,0,2,0,20200315,202003,15,海南省
4462,168,0,1,-1,20200316,202003,16,海南省
4463,168,0,1,0,20200317,202003,17,海南省
4464,168,0,1,0,20200318,202003,18,海南省
4465,168,0,1,0,20200319,202003,19,海南省
4466,168,0,1,0,20200320,202003,20,海南省
4467,168,0,1,0,20200321,202003,21,海南省
4468,168,0,1,0,20200322,202003,22,海南省
4469,168,0,1,0,20200323,202003,23,海南省
4470,168,0,0,-1,20200324,202003,24,海南省
4471,168,0,0,0,20200325,202003,25,海南省
4472,168,0,0,0,20200326,202003,26,海南省
4473,168,0,0,0,20200327,202003,27,海南省
4474,168,0,0,0,20200328,202003,28,海南省
4475,168,0,0,0,20200329,202003,29,海南省
4476,168,0,0,0,20200330,202003,30,海南省
4477,168,0,0,0,20200331,202003,31,海南省
4478,168,0,0,0,20200401,202004,1,海南省
4479,168,0,0,0,20200402,202004,2,海南省
4480,168,0,0,0,20200403,202004,3,海南省
4481,168,0,0,0,20200404,202004,4,海南省
4482,168,0,0,0,20200405,202004,5,海南省
4483,168,0,0,0,20200406,202004,6,海南省
4484,168,0,0,0,20200407,202004,7,海南省
4485,168,0,0,0,20200408,202004,8,海南省
4486,168,0,0,0,20200409,202004,9,海南省
4487,168,0,0,0,20200410,202004,10,海南省
4488,168,0,0,0,20200411,202004,11,海南省
4489,168,0,0,0,20200412,202004,12,海南省
4490,168,0,0,0,20200413,202004,13,海南省
4491,168,0,0,0,20200414,202004,14,海南省
4492,168,0,0,0,20200415,202004,15,海南省
4493,168,0,0,0,20200416,202004,16,海南省
4494,168,0,0,0,20200417,202004,17,海南省
4495,168,0,0,0,20200418,202004,18,海南省
4496,168,0,0,0,20200419,202004,19,海南省
4497,168,0,0,0,20200420,202004,20,海南省
4498,168,0,0,0,20200421,202004,21,海南省
4499,168,0,0,0,20200422,202004,22,海南省
4500,168,0,0,0,20200423,202004,23,海南省
4501,168,0,0,0,20200424,202004,24,海南省
4502,168,0,0,0,20200425,202004,25,海南省
4503,168,0,0,0,20200426,202004,26,海南省
4504,168,0,0,0,20200427,202004,27,海南省
4505,168,0,0,0,20200428,202004,28,海南省
4506,168,0,0,0,20200429,202004,29,海南省
4507,168,0,0,0,20200430,202004,30,海南省
4508,168,0,0,0,20200501,202005,1,海南省
4509,168,0,0,0,20200502,202005,2,海南省
4510,168,0,0,0,20200503,202005,3,海南省
4511,168,0,0,0,20200504,202005,4,海南省
4512,168,0,0,0,20200505,202005,5,海南省
4513,168,0,0,0,20200506,202005,6,海南省
4514,168,0,0,0,20200507,202005,7,海南省
4515,168,0,0,0,20200508,202005,8,海南省
4516,168,0,0,0,20200509,202005,9,海南省
4517,168,0,0,0,20200510,202005,10,海南省
4518,168,0,0,0,20200511,202005,11,海南省
4519,168,0,0,0,20200512,202005,12,海南省
4520,168,0,0,0,20200513,202005,13,海南省
4521,168,0,0,0,20200514,202005,14,海南省
4522,169,1,1,1,20200515,202005,15,海南省
4523,169,0,1,0,20200516,202005,16,海南省
4524,169,0,1,0,20200517,202005,17,海南省
4525,169,0,1,0,20200518,202005,18,海南省
4526,169,0,1,0,20200519,202005,19,海南省
4527,169,0,1,0,20200520,202005,20,海南省
4528,169,0,1,0,20200521,202005,21,海南省
4529,169,0,1,0,20200522,202005,22,海南省
4530,169,0,1,0,20200523,202005,23,海南省
4531,169,0,1,0,20200524,202005,24,海南省
4532,169,0,1,0,20200525,202005,25,海南省
4533,169,0,1,0,20200526,202005,26,海南省
4534,169,0,1,0,20200527,202005,27,海南省
4535,169,0,1,0,20200528,202005,28,海南省
4536,169,0,0,-1,20200529,202005,29,海南省
4537,169,0,0,0,20200530,202005,30,海南省
4538,169,0,0,0,20200531,202005,31,海南省
4539,169,0,1,1,20200601,202006,1,海南省
4540,169,0,1,0,20200602,202006,2,海南省
4541,169,0,1,0,20200603,202006,3,海南省
4542,169,0,1,0,20200604,202006,4,海南省
4543,169,0,1,0,20200605,202006,5,海南省
4544,170,1,2,1,20200606,202006,6,海南省
4545,170,0,2,0,20200607,202006,7,海南省
4546,170,0,2,0,20200608,202006,8,海南省
4547,169,-1,1,-1,20200609,202006,9,海南省
4548,169,0,1,0,20200610,202006,10,海南省
4549,169,0,1,0,20200611,202006,11,海南省
4550,171,2,3,2,20200612,202006,12,海南省
4551,171,0,3,0,20200613,202006,13,海南省
4552,171,0,2,-1,20200614,202006,14,海南省
4553,171,0,2,0,20200615,202006,15,海南省
4554,171,0,2,0,20200616,202006,16,海南省
4555,171,0,2,0,20200617,202006,17,海南省
4556,171,0,2,0,20200618,202006,18,海南省
4557,171,0,2,0,20200619,202006,19,海南省
4558,171,0,2,0,20200620,202006,20,海南省
4559,171,0,2,0,20200621,202006,21,海南省
4560,171,0,2,0,20200622,202006,22,海南省
4561,171,0,2,0,20200623,202006,23,海南省
4562,171,0,2,0,20200624,202006,24,海南省
4563,171,0,0,-2,20200625,202006,25,海南省
4564,171,0,0,0,20200626,202006,26,海南省
4565,171,0,0,0,20200627,202006,27,海南省
4566,171,0,0,0,20200628,202006,28,海南省
4567,171,0,0,0,20200629,202006,29,海南省
4568,171,0,0,0,20200630,202006,30,海南省
4569,171,0,0,0,20200701,202007,1,海南省
4570,171,0,0,0,20200702,202007,2,海南省
4571,3,3,3,3,20200123,202001,23,吉林省
4572,4,1,4,1,20200124,202001,24,吉林省
4573,4,0,4,0,20200125,202001,25,吉林省
4574,6,2,6,2,20200126,202001,26,吉林省
4575,8,2,8,2,20200127,202001,27,吉林省
4576,9,1,9,1,20200128,202001,28,吉林省
4577,14,5,14,5,20200129,202001,29,吉林省
4578,14,0,13,-1,20200130,202001,30,吉林省
4579,17,3,16,3,20200131,202001,31,吉林省
4580,23,6,22,6,20200201,202002,1,吉林省
4581,31,8,30,8,20200202,202002,2,吉林省
4582,42,11,41,11,20200203,202002,3,吉林省
4583,54,12,53,12,20200204,202002,4,吉林省
4584,59,5,57,4,20200205,202002,5,吉林省
4585,65,6,60,3,20200206,202002,6,吉林省
4586,69,4,64,4,20200207,202002,7,吉林省
4587,78,9,72,8,20200208,202002,8,吉林省
4588,80,2,67,-5,20200209,202002,9,吉林省
4589,81,1,67,0,20200210,202002,10,吉林省
4590,83,2,64,-3,20200211,202002,11,吉林省
4591,84,1,61,-3,20200212,202002,12,吉林省
4592,86,2,60,-1,20200213,202002,13,吉林省
4593,88,2,62,2,20200214,202002,14,吉林省
4594,89,1,60,-2,20200215,202002,15,吉林省
4595,89,0,58,-2,20200216,202002,16,吉林省
4596,89,0,54,-4,20200217,202002,17,吉林省
4597,90,1,53,-1,20200218,202002,18,吉林省
4598,91,1,50,-3,20200219,202002,19,吉林省
4599,91,0,46,-4,20200220,202002,20,吉林省
4600,91,0,44,-2,20200221,202002,21,吉林省
4601,91,0,38,-6,20200222,202002,22,吉林省
4602,93,2,38,0,20200223,202002,23,吉林省
4603,93,0,32,-6,20200224,202002,24,吉林省
4604,93,0,29,-3,20200225,202002,25,吉林省
4605,93,0,27,-2,20200226,202002,26,吉林省
4606,93,0,24,-3,20200227,202002,27,吉林省
4607,93,0,19,-5,20200228,202002,28,吉林省
4608,93,0,17,-2,20200229,202002,29,吉林省
4609,93,0,14,-3,20200301,202003,1,吉林省
4610,93,0,9,-5,20200302,202003,2,吉林省
4611,93,0,8,-1,20200303,202003,3,吉林省
4612,93,0,6,-2,20200304,202003,4,吉林省
4613,93,0,4,-2,20200305,202003,5,吉林省
4614,93,0,2,-2,20200306,202003,6,吉林省
4615,93,0,2,0,20200307,202003,7,吉林省
4616,93,0,2,0,20200308,202003,8,吉林省
4617,93,0,1,-1,20200309,202003,9,吉林省
4618,93,0,1,0,20200310,202003,10,吉林省
4619,93,0,1,0,20200311,202003,11,吉林省
4620,93,0,1,0,20200312,202003,12,吉林省
4621,93,0,1,0,20200313,202003,13,吉林省
4622,93,0,1,0,20200314,202003,14,吉林省
4623,93,0,0,-1,20200315,202003,15,吉林省
4624,93,0,0,0,20200316,202003,16,吉林省
4625,93,0,0,0,20200317,202003,17,吉林省
4626,93,0,0,0,20200318,202003,18,吉林省
4627,93,0,0,0,20200319,202003,19,吉林省
4628,93,0,0,0,20200320,202003,20,吉林省
4629,93,0,0,0,20200321,202003,21,吉林省
4630,93,0,0,0,20200322,202003,22,吉林省
4631,93,0,0,0,20200323,202003,23,吉林省
4632,94,1,1,1,20200324,202003,24,吉林省
4633,95,1,2,1,20200325,202003,25,吉林省
4634,95,0,2,0,20200326,202003,26,吉林省
4635,97,2,4,2,20200327,202003,27,吉林省
4636,98,1,5,1,20200328,202003,28,吉林省
4637,98,0,5,0,20200329,202003,29,吉林省
4638,98,0,5,0,20200330,202003,30,吉林省
4639,98,0,5,0,20200331,202003,31,吉林省
4640,98,0,5,0,20200401,202004,1,吉林省
4641,98,0,5,0,20200402,202004,2,吉林省
4642,98,0,5,0,20200403,202004,3,吉林省
4643,98,0,5,0,20200404,202004,4,吉林省
4644,98,0,5,0,20200405,202004,5,吉林省
4645,98,0,5,0,20200406,202004,6,吉林省
4646,98,0,5,0,20200407,202004,7,吉林省
4647,98,0,4,-1,20200408,202004,8,吉林省
4648,98,0,2,-2,20200409,202004,9,吉林省
4649,98,0,1,-1,20200410,202004,10,吉林省
4650,99,1,2,1,20200411,202004,11,吉林省
4651,100,1,3,1,20200412,202004,12,吉林省
4652,100,0,3,0,20200413,202004,13,吉林省
4653,102,2,5,2,20200414,202004,14,吉林省
4654,102,0,5,0,20200415,202004,15,吉林省
4655,102,0,4,-1,20200416,202004,16,吉林省
4656,102,0,4,0,20200417,202004,17,吉林省
4657,104,2,6,2,20200418,202004,18,吉林省
4658,104,0,6,0,20200419,202004,19,吉林省
4659,106,2,8,2,20200420,202004,20,吉林省
4660,106,0,7,-1,20200421,202004,21,吉林省
4661,107,1,8,1,20200422,202004,22,吉林省
4662,108,1,8,0,20200423,202004,23,吉林省
4663,109,1,9,1,20200424,202004,24,吉林省
4664,109,0,9,0,20200425,202004,25,吉林省
4665,110,1,10,1,20200426,202004,26,吉林省
4666,110,0,10,0,20200427,202004,27,吉林省
4667,110,0,10,0,20200428,202004,28,吉林省
4668,111,1,11,1,20200429,202004,29,吉林省
4669,111,0,9,-2,20200430,202004,30,吉林省
4670,112,1,9,0,20200501,202005,1,吉林省
4671,112,0,8,-1,20200502,202005,2,吉林省
4672,112,0,8,0,20200503,202005,3,吉林省
4673,112,0,8,0,20200504,202005,4,吉林省
4674,112,0,8,0,20200505,202005,5,吉林省
4675,112,0,8,0,20200506,202005,6,吉林省
4676,113,1,8,0,20200507,202005,7,吉林省
4677,113,0,7,-1,20200508,202005,8,吉林省
4678,124,11,18,11,20200509,202005,9,吉林省
4679,127,3,21,3,20200510,202005,10,吉林省
4680,127,0,21,0,20200511,202005,11,吉林省
4681,133,6,24,3,20200512,202005,12,吉林省
4682,134,1,25,1,20200513,202005,13,吉林省
4683,138,4,29,4,20200514,202005,14,吉林省
4684,140,2,31,2,20200515,202005,15,吉林省
4685,144,4,29,-2,20200516,202005,16,吉林省
4686,146,2,22,-7,20200517,202005,17,吉林省
4687,151,5,26,4,20200518,202005,18,吉林省
4688,152,1,25,-1,20200519,202005,19,吉林省
4689,152,0,25,0,20200520,202005,20,吉林省
4690,154,2,25,0,20200521,202005,21,吉林省
4691,154,0,24,-1,20200522,202005,22,吉林省
4692,155,1,25,1,20200523,202005,23,吉林省
4693,155,0,25,0,20200524,202005,24,吉林省
4694,155,0,25,0,20200525,202005,25,吉林省
4695,155,0,25,0,20200526,202005,26,吉林省
4696,155,0,20,-5,20200527,202005,27,吉林省
4697,155,0,17,-3,20200528,202005,28,吉林省
4698,155,0,11,-6,20200529,202005,29,吉林省
4699,155,0,9,-2,20200530,202005,30,吉林省
4700,155,0,9,0,20200531,202005,31,吉林省
4701,155,0,6,-3,20200601,202006,1,吉林省
4702,155,0,6,0,20200602,202006,2,吉林省
4703,155,0,5,-1,20200603,202006,3,吉林省
4704,155,0,4,-1,20200604,202006,4,吉林省
4705,155,0,3,-1,20200605,202006,5,吉林省
4706,155,0,2,-1,20200606,202006,6,吉林省
4707,155,0,0,-2,20200607,202006,7,吉林省
4708,155,0,0,0,20200608,202006,8,吉林省
4709,155,0,0,0,20200609,202006,9,吉林省
4710,155,0,0,0,20200610,202006,10,吉林省
4711,155,0,0,0,20200611,202006,11,吉林省
4712,155,0,0,0,20200612,202006,12,吉林省
4713,155,0,0,0,20200613,202006,13,吉林省
4714,155,0,0,0,20200614,202006,14,吉林省
4715,155,0,0,0,20200615,202006,15,吉林省
4716,155,0,0,0,20200616,202006,16,吉林省
4717,155,0,0,0,20200617,202006,17,吉林省
4718,155,0,0,0,20200618,202006,18,吉林省
4719,155,0,0,0,20200619,202006,19,吉林省
4720,155,0,0,0,20200620,202006,20,吉林省
4721,155,0,0,0,20200621,202006,21,吉林省
4722,155,0,0,0,20200622,202006,22,吉林省
4723,155,0,0,0,20200623,202006,23,吉林省
4724,155,0,0,0,20200624,202006,24,吉林省
4725,155,0,0,0,20200625,202006,25,吉林省
4726,155,0,0,0,20200626,202006,26,吉林省
4727,155,0,0,0,20200627,202006,27,吉林省
4728,155,0,0,0,20200628,202006,28,吉林省
4729,155,0,0,0,20200629,202006,29,吉林省
4730,155,0,0,0,20200630,202006,30,吉林省
4731,155,0,0,0,20200701,202007,1,吉林省
4732,155,0,0,0,20200702,202007,2,吉林省
4733,3,3,3,3,20200123,202001,23,贵州省
4734,4,1,4,1,20200124,202001,24,贵州省
4735,5,1,5,1,20200125,202001,25,贵州省
4736,7,2,7,2,20200126,202001,26,贵州省
4737,9,2,9,2,20200127,202001,27,贵州省
4738,9,0,9,0,20200128,202001,28,贵州省
4739,12,3,12,3,20200129,202001,29,贵州省
4740,15,3,14,2,20200130,202001,30,贵州省
4741,29,14,27,13,20200131,202001,31,贵州省
4742,38,9,36,9,20200201,202002,1,贵州省
4743,46,8,44,8,20200202,202002,2,贵州省
4744,56,10,54,10,20200203,202002,3,贵州省
4745,64,8,59,5,20200204,202002,4,贵州省
4746,69,5,62,3,20200205,202002,5,贵州省
4747,77,8,70,8,20200206,202002,6,贵州省
4748,89,12,82,12,20200207,202002,7,贵州省
4749,96,7,88,6,20200208,202002,8,贵州省
4750,109,13,101,13,20200209,202002,9,贵州省
4751,118,9,107,6,20200210,202002,10,贵州省
4752,131,13,113,6,20200211,202002,11,贵州省
4753,135,4,114,1,20200212,202002,12,贵州省
4754,140,5,111,-3,20200213,202002,13,贵州省
4755,143,3,109,-2,20200214,202002,14,贵州省
4756,144,1,106,-3,20200215,202002,15,贵州省
4757,146,2,98,-8,20200216,202002,16,贵州省
4758,146,0,79,-19,20200217,202002,17,贵州省
4759,146,0,75,-4,20200218,202002,18,贵州省
4760,146,0,73,-2,20200219,202002,19,贵州省
4761,146,0,68,-5,20200220,202002,20,贵州省
4762,146,0,54,-14,20200221,202002,21,贵州省
4763,146,0,53,-1,20200222,202002,22,贵州省
4764,146,0,42,-11,20200223,202002,23,贵州省
4765,146,0,41,-1,20200224,202002,24,贵州省
4766,146,0,40,-1,20200225,202002,25,贵州省
4767,146,0,32,-8,20200226,202002,26,贵州省
4768,146,0,32,0,20200227,202002,27,贵州省
4769,146,0,32,0,20200228,202002,28,贵州省
4770,146,0,32,0,20200229,202002,29,贵州省
4771,146,0,30,-2,20200301,202003,1,贵州省
4772,146,0,30,0,20200302,202003,2,贵州省
4773,146,0,30,0,20200303,202003,3,贵州省
4774,146,0,30,0,20200304,202003,4,贵州省
4775,146,0,30,0,20200305,202003,5,贵州省
4776,146,0,29,-1,20200306,202003,6,贵州省
4777,146,0,27,-2,20200307,202003,7,贵州省
4778,146,0,21,-6,20200308,202003,8,贵州省
4779,146,0,15,-6,20200309,202003,9,贵州省
4780,146,0,11,-4,20200310,202003,10,贵州省
4781,146,0,7,-4,20200311,202003,11,贵州省
4782,146,0,4,-3,20200312,202003,12,贵州省
4783,146,0,1,-3,20200313,202003,13,贵州省
4784,146,0,1,0,20200314,202003,14,贵州省
4785,146,0,1,0,20200315,202003,15,贵州省
4786,146,0,0,-1,20200316,202003,16,贵州省
4787,146,0,0,0,20200317,202003,17,贵州省
4788,146,0,0,0,20200318,202003,18,贵州省
4789,146,0,0,0,20200319,202003,19,贵州省
4790,146,0,0,0,20200320,202003,20,贵州省
4791,146,0,0,0,20200321,202003,21,贵州省
4792,146,0,0,0,20200322,202003,22,贵州省
4793,146,0,0,0,20200323,202003,23,贵州省
4794,146,0,0,0,20200324,202003,24,贵州省
4795,146,0,0,0,20200325,202003,25,贵州省
4796,146,0,0,0,20200326,202003,26,贵州省
4797,146,0,0,0,20200327,202003,27,贵州省
4798,147,1,1,1,20200328,202003,28,贵州省
4799,147,0,1,0,20200329,202003,29,贵州省
4800,147,0,1,0,20200330,202003,30,贵州省
4801,147,0,1,0,20200331,202003,31,贵州省
4802,147,0,1,0,20200401,202004,1,贵州省
4803,147,0,1,0,20200402,202004,2,贵州省
4804,147,0,1,0,20200403,202004,3,贵州省
4805,147,0,1,0,20200404,202004,4,贵州省
4806,147,0,1,0,20200405,202004,5,贵州省
4807,147,0,1,0,20200406,202004,6,贵州省
4808,147,0,1,0,20200407,202004,7,贵州省
4809,147,0,1,0,20200408,202004,8,贵州省
4810,147,0,1,0,20200409,202004,9,贵州省
4811,147,0,1,0,20200410,202004,10,贵州省
4812,147,0,1,0,20200411,202004,11,贵州省
4813,147,0,1,0,20200412,202004,12,贵州省
4814,147,0,1,0,20200413,202004,13,贵州省
4815,147,0,1,0,20200414,202004,14,贵州省
4816,147,0,1,0,20200415,202004,15,贵州省
4817,147,0,1,0,20200416,202004,16,贵州省
4818,147,0,1,0,20200417,202004,17,贵州省
4819,147,0,0,-1,20200418,202004,18,贵州省
4820,147,0,0,0,20200419,202004,19,贵州省
4821,147,0,0,0,20200420,202004,20,贵州省
4822,147,0,0,0,20200421,202004,21,贵州省
4823,147,0,0,0,20200422,202004,22,贵州省
4824,147,0,0,0,20200423,202004,23,贵州省
4825,147,0,0,0,20200424,202004,24,贵州省
4826,147,0,0,0,20200425,202004,25,贵州省
4827,147,0,0,0,20200426,202004,26,贵州省
4828,147,0,0,0,20200427,202004,27,贵州省
4829,147,0,0,0,20200428,202004,28,贵州省
4830,147,0,0,0,20200429,202004,29,贵州省
4831,147,0,0,0,20200430,202004,30,贵州省
4832,147,0,0,0,20200501,202005,1,贵州省
4833,147,0,0,0,20200502,202005,2,贵州省
4834,147,0,0,0,20200503,202005,3,贵州省
4835,147,0,0,0,20200504,202005,4,贵州省
4836,147,0,0,0,20200505,202005,5,贵州省
4837,147,0,0,0,20200506,202005,6,贵州省
4838,147,0,0,0,20200507,202005,7,贵州省
4839,147,0,0,0,20200508,202005,8,贵州省
4840,147,0,0,0,20200509,202005,9,贵州省
4841,147,0,0,0,20200510,202005,10,贵州省
4842,147,0,0,0,20200511,202005,11,贵州省
4843,147,0,0,0,20200512,202005,12,贵州省
4844,147,0,0,0,20200513,202005,13,贵州省
4845,147,0,0,0,20200514,202005,14,贵州省
4846,147,0,0,0,20200515,202005,15,贵州省
4847,147,0,0,0,20200516,202005,16,贵州省
4848,147,0,0,0,20200517,202005,17,贵州省
4849,147,0,0,0,20200518,202005,18,贵州省
4850,147,0,0,0,20200519,202005,19,贵州省
4851,147,0,0,0,20200520,202005,20,贵州省
4852,147,0,0,0,20200521,202005,21,贵州省
4853,147,0,0,0,20200522,202005,22,贵州省
4854,147,0,0,0,20200523,202005,23,贵州省
4855,147,0,0,0,20200524,202005,24,贵州省
4856,147,0,0,0,20200525,202005,25,贵州省
4857,147,0,0,0,20200526,202005,26,贵州省
4858,147,0,0,0,20200527,202005,27,贵州省
4859,147,0,0,0,20200528,202005,28,贵州省
4860,147,0,0,0,20200529,202005,29,贵州省
4861,147,0,0,0,20200530,202005,30,贵州省
4862,147,0,0,0,20200531,202005,31,贵州省
4863,147,0,0,0,20200601,202006,1,贵州省
4864,147,0,0,0,20200602,202006,2,贵州省
4865,147,0,0,0,20200603,202006,3,贵州省
4866,147,0,0,0,20200604,202006,4,贵州省
4867,147,0,0,0,20200605,202006,5,贵州省
4868,147,0,0,0,20200606,202006,6,贵州省
4869,147,0,0,0,20200607,202006,7,贵州省
4870,147,0,0,0,20200608,202006,8,贵州省
4871,147,0,0,0,20200609,202006,9,贵州省
4872,147,0,0,0,20200610,202006,10,贵州省
4873,147,0,0,0,20200611,202006,11,贵州省
4874,147,0,0,0,20200612,202006,12,贵州省
4875,147,0,0,0,20200613,202006,13,贵州省
4876,147,0,0,0,20200614,202006,14,贵州省
4877,147,0,0,0,20200615,202006,15,贵州省
4878,147,0,0,0,20200616,202006,16,贵州省
4879,147,0,0,0,20200617,202006,17,贵州省
4880,147,0,0,0,20200618,202006,18,贵州省
4881,147,0,0,0,20200619,202006,19,贵州省
4882,147,0,0,0,20200620,202006,20,贵州省
4883,147,0,0,0,20200621,202006,21,贵州省
4884,147,0,0,0,20200622,202006,22,贵州省
4885,147,0,0,0,20200623,202006,23,贵州省
4886,147,0,0,0,20200624,202006,24,贵州省
4887,147,0,0,0,20200625,202006,25,贵州省
4888,147,0,0,0,20200626,202006,26,贵州省
4889,147,0,0,0,20200627,202006,27,贵州省
4890,147,0,0,0,20200628,202006,28,贵州省
4891,147,0,0,0,20200629,202006,29,贵州省
4892,147,0,0,0,20200630,202006,30,贵州省
4893,147,0,0,0,20200701,202007,1,贵州省
4894,147,0,0,0,20200702,202007,2,贵州省
4895,2,2,2,2,20200123,202001,23,新疆维吾尔自治区
4896,3,1,3,1,20200124,202001,24,新疆维吾尔自治区
4897,4,1,4,1,20200125,202001,25,新疆维吾尔自治区
4898,5,1,5,1,20200126,202001,26,新疆维吾尔自治区
4899,10,5,10,5,20200127,202001,27,新疆维吾尔自治区
4900,13,3,13,3,20200128,202001,28,新疆维吾尔自治区
4901,14,1,14,1,20200129,202001,29,新疆维吾尔自治区
4902,17,3,17,3,20200130,202001,30,新疆维吾尔自治区
4903,18,1,18,1,20200131,202001,31,新疆维吾尔自治区
4904,21,3,21,3,20200201,202002,1,新疆维吾尔自治区
4905,24,3,24,3,20200202,202002,2,新疆维吾尔自治区
4906,29,5,29,5,20200203,202002,3,新疆维吾尔自治区
4907,32,3,32,3,20200204,202002,4,新疆维吾尔自治区
4908,36,4,36,4,20200205,202002,5,新疆维吾尔自治区
4909,39,3,39,3,20200206,202002,6,新疆维吾尔自治区
4910,42,3,42,3,20200207,202002,7,新疆维吾尔自治区
4911,45,3,45,3,20200208,202002,8,新疆维吾尔自治区
4912,49,4,49,4,20200209,202002,9,新疆维吾尔自治区
4913,55,6,55,6,20200210,202002,10,新疆维吾尔自治区
4914,59,4,56,1,20200211,202002,11,新疆维吾尔自治区
4915,63,4,59,3,20200212,202002,12,新疆维吾尔自治区
4916,65,2,58,-1,20200213,202002,13,新疆维吾尔自治区
4917,70,5,63,5,20200214,202002,14,新疆维吾尔自治区
4918,71,1,59,-4,20200215,202002,15,新疆维吾尔自治区
